question,answer,document
Where are the classes for New Venture Creation: located on the campus?,"The New Venture Creation: class is located in Building nan, Room nan.",Courses_data/Documents/metadata_course_spring_24.txt
When are the classes scheduled for the DC Grand Challenge Seminar: Realizing Human Rights?,The classes meet on Tuesday Thursday between 11:00AM and 12:20PM ET for the DC Grand Challenge Seminar: Realizing Human Rights.,Courses_data/Documents/metadata_course_spring_24.txt
When are the classes scheduled for the Production Prep: Sender:?,The classes meet on Day not scheduled between nan and nan ET for the Production Prep: Sender:.,Courses_data/Documents/metadata_course_spring_24.txt
Who is the instructor for the Sound Design?,The Sound Design course is led by instructor nan.,Courses_data/Documents/metadata_course_spring_24.txt
How many units does the Introduction to Deep Learning course offer?,The course titled Introduction to Deep Learning with Course ID 11785 has 12.0 units.,Courses_data/Documents/metadata_course_fall_23.txt
Which semester does the Undergraduate Reading and Research belong to?,The Undergraduate Reading and Research is a part of the Spring 2024 semester.,Courses_data/Documents/metadata_course_spring_24.txt
Which department offers the Database Management subject?,The Information Systems:Sch of IS & Mgt department offers the Database Management subject.,Courses_data/Documents/metadata_course_spring_24.txt
Which semester does the Special Topics in Drama: belong to?,The Special Topics in Drama: is a part of the Spring 2024 semester.,Courses_data/Documents/metadata_course_spring_24.txt
When are the classes scheduled for the PhD Dissertation Defense?,The classes meet on Schedule will be added between nan and nan ET for the PhD Dissertation Defense.,Courses_data/Documents/metadata_course_spring_24.txt
Which department offers the Guided Research subject?,The Modern Languages department offers the Guided Research subject.,Courses_data/Documents/metadata_course_fall_23.txt
Who is the instructor for the Special Topics in Signal Processing:?,The Special Topics in Signal Processing: course is led by instructor nan.,Courses_data/Documents/metadata_course_fall_23.txt
Which department offers the Musical Theater Audition subject?,The Drama department offers the Musical Theater Audition subject.,Courses_data/Documents/metadata_course_spring_24.txt
When are the classes scheduled for the Graduate Independent Study?,The classes meet on Schedule will be added between nan and nan ET for the Graduate Independent Study.,Courses_data/Documents/metadata_course_fall_23.txt
Which semester does the Honors Research belong to?,The Honors Research is a part of the Spring 2024 semester.,Courses_data/Documents/metadata_course_spring_24.txt
Which department offers the BXA Studio (4th semester) subject?,The Music department offers the BXA Studio (4th semester) subject.,Courses_data/Documents/metadata_course_fall_23.txt
Which semester does the Introduction to Computer Systems belong to?,The Introduction to Computer Systems is a part of the Fall 2023 semester.,Courses_data/Documents/metadata_course_fall_23.txt
Who is the instructor for the Sound Design?,The Sound Design course is led by instructor nan.,Courses_data/Documents/metadata_course_fall_23.txt
Who is the instructor for the Database Design and Development?,The Database Design and Development course is led by instructor Charfi.,Courses_data/Documents/metadata_course_fall_23.txt
Which semester does the Intermediate Studio: Creative Coding belong to?,The Intermediate Studio: Creative Coding is a part of the Fall 2023 semester.,Courses_data/Documents/metadata_course_fall_23.txt
Where are the classes for Production Prep: Lonely Planet: located on the campus?,"The Production Prep: Lonely Planet: class is located in Building nan, Room nan.",Courses_data/Documents/metadata_course_fall_23.txt
How many units does the Production Prep: Transformations (SOM 1): course offer?,The course titled Production Prep: Transformations (SOM 1): with Course ID 54663 has VAR units.,Courses_data/Documents/metadata_course_spring_24.txt
Where are the classes for Entrepreneurship Through Acquisition Workshop located on the campus?,"The Entrepreneurship Through Acquisition Workshop class is located in Building TEP, Room 2110.",Courses_data/Documents/metadata_course_fall_23.txt
Which semester does the User-Centered Research and Evaluation: belong to?,The User-Centered Research and Evaluation: is a part of the Fall 2023 semester.,Courses_data/Documents/metadata_course_fall_23.txt
When are the classes scheduled for the Undergraduate Research in Philosophy?,The classes meet on Schedule will be added between nan and nan ET for the Undergraduate Research in Philosophy.,Courses_data/Documents/metadata_course_fall_23.txt
Who is the instructor for the Lighting Production?,The Lighting Production course is led by instructor nan.,Courses_data/Documents/metadata_course_spring_24.txt
How many units does the Financial Statement Analysis course offer?,The course titled Financial Statement Analysis with Course ID 45801 has 6.0 units.,Courses_data/Documents/metadata_course_fall_23.txt
Which semester does the Global Studies Internship belong to?,The Global Studies Internship is a part of the Fall 2023 semester.,Courses_data/Documents/metadata_course_fall_23.txt
Where are the classes for Social Psychology located on the campus?,"The Social Psychology class is located in Building CMB, Room 3069.",Courses_data/Documents/metadata_course_spring_24.txt
How many units does the Lighting Production course offer?,The course titled Lighting Production with Course ID 54624 has VAR units.,Courses_data/Documents/metadata_course_spring_24.txt
Which semester does the IDeATe: Introduction to the Unity Game Engine belong to?,The IDeATe: Introduction to the Unity Game Engine is a part of the Fall 2023 semester.,Courses_data/Documents/metadata_course_fall_23.txt
When are the classes scheduled for the Grad Diction: French?,The classes meet on Tuesday Thursday between 01:00PM and 01:50PM ET for the Grad Diction: French.,Courses_data/Documents/metadata_course_fall_23.txt
Where are the classes for Algorithm Design and Analysis located on the campus?,"The Algorithm Design and Analysis class is located in Building BH, Room A53.",Courses_data/Documents/metadata_course_spring_24.txt
How many units does the Architecture Design Studio: Praxis Studio 3 course offer?,The course titled Architecture Design Studio: Praxis Studio 3 with Course ID 48400 has 18.0 units.,Courses_data/Documents/metadata_course_fall_23.txt
Who is the instructor for the Elective Studio (Violin)?,The Elective Studio (Violin) course is led by instructor Instructor TBA.,Courses_data/Documents/metadata_course_fall_23.txt
Where are the classes for Humanoid Robotics and Cognition located on the campus?,"The Humanoid Robotics and Cognition class is located in Building CMR, Room F309.",Courses_data/Documents/metadata_course_fall_23.txt
Who is the instructor for the Major Studio (Violin)?,The Major Studio (Violin) course is led by instructor Instructor TBA.,Courses_data/Documents/metadata_course_fall_23.txt
How many units does the Jazz Vocal Ensemble course offer?,The course titled Jazz Vocal Ensemble with Course ID 57420 has 3.0 units.,Courses_data/Documents/metadata_course_spring_24.txt
Who is the instructor for the Production Prep: Macbeth:?,The Production Prep: Macbeth: course is led by instructor nan.,Courses_data/Documents/metadata_course_fall_23.txt
When is Semester & Mini-1 Classes Begin occur during the Fall 2023 (F23) semester?," Semester & Mini-1 Classes Begin falls on Monday, 28 August, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
"When is Mini-1 add, audit & tuition adjustment drop deadline  (1) occur during the Fall 2023 (F23) semester?"," Mini-1 add, audit & tuition adjustment drop deadline  (1) falls on Friday, 01 September, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Labor Day occur during the Fall 2023 (F23) semester?," Labor Day falls on Monday, 04 September, 2023, during the Fall 2023 (F23) semester, leading to No Classes & University Closed.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
"When is Semester add, audit & tuition adjustment drop deadline (1) occur during the Fall 2023 (F23) semester?"," Semester add, audit & tuition adjustment drop deadline (1) falls on Monday, 11 September, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-1 drop deadline occur during the Fall 2023 (F23) semester?," Mini-1 drop deadline falls on Wednesday, 20 September, 2023, during the Fall 2023 (F23) semester, leading to withdrawal grade assigned after this date (2).",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-1 Pass/no pass & withdrawal deadline (3) occur during the Fall 2023 (F23) semester?," Mini-1 Pass/no pass & withdrawal deadline (3) falls on Monday, 02 October, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-1 Faculty Course Evaluations open occur during the Fall 2023 (F23) semester?," Mini-1 Faculty Course Evaluations open falls on Monday, 02 October, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Semester drop deadline occur during the Fall 2023 (F23) semester?," Semester drop deadline falls on Monday, 09 October, 2023, during the Fall 2023 (F23) semester, leading to withdrawal grade assigned after this date.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-1 Last Day of Classes occur during the Fall 2023 (F23) semester?," Mini-1 Last Day of Classes falls on Friday, 13 October, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-1 voucher election deadline (4) occur during the Fall 2023 (F23) semester?," Mini-1 voucher election deadline (4) falls on Friday, 13 October, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Family Weekend occur during the Fall 2023 (F23) semester?,"During the Fall 2023 (F23) semester, the period starting from Friday, 13 October, 2023, extending to Saturday, 14 October, 2023, marks the Family Weekend.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-1 Exams occur during the Fall 2023 (F23) semester?," Mini-1 Exams falls on Saturday, 14 October, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-1 Faculty Course Evaluations close occur during the Fall 2023 (F23) semester?," Mini-1 Faculty Course Evaluations close falls on Saturday, 14 October, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Fall Break occur during the Fall 2023 (F23) semester?,"During the Fall 2023 (F23) semester, the period starting from Monday, 16 October, 2023, extending to Friday, 20 October, 2023, marks the Fall Break, leading to No Classes.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-2 Classes Begin occur during the Fall 2023 (F23) semester?," Mini-2 Classes Begin falls on Monday, 23 October, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mid-Semester & Mini-1 grades due by 4 pm occur during the Fall 2023 (F23) semester?," Mid-Semester & Mini-1 grades due by 4 pm falls on Monday, 23 October, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
"When is Mini-2 add, audit & tuition adjustment drop deadline (1) occur during the Fall 2023 (F23) semester?"," Mini-2 add, audit & tuition adjustment drop deadline (1) falls on Friday, 27 October, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Democracy Day occur during the Fall 2023 (F23) semester?," Democracy Day falls on Tuesday, 07 November, 2023, during the Fall 2023 (F23) semester, leading to No Classes, except Evening classes after 5 pm will still meet.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Homecoming occur during the Fall 2023 (F23) semester?," Homecoming falls on Saturday, 11 November, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Spring 2024 Registration Week occur during the Fall 2023 (F23) semester?,"During the Fall 2023 (F23) semester, the period starting from Monday, 13 November, 2023, extending to Friday, 17 November, 2023, marks the Spring 2024 Registration Week.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Semester pass/no pass & withdrawal deadline (3) occur during the Fall 2023 (F23) semester?," Semester pass/no pass & withdrawal deadline (3) falls on Monday, 13 November, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-2 drop deadline occur during the Fall 2023 (F23) semester?," Mini-2 drop deadline falls on Wednesday, 15 November, 2023, during the Fall 2023 (F23) semester, leading to withdrawal grade assigned after this date (2).",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Thanksgiving Break occur during the Fall 2023 (F23) semester?,"During the Fall 2023 (F23) semester, the period starting from Wednesday, 22 November, 2023, extending to Friday, 24 November, 2023, marks the Thanksgiving Break, leading to No Classes.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-2 pass/no pass & withdrawal deadline (2) occur during the Fall 2023 (F23) semester?," Mini-2 pass/no pass & withdrawal deadline (2) falls on Monday, 27 November, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Semester & Mini-2 Faculty Course Evaluations open occur during the Fall 2023 (F23) semester?," Semester & Mini-2 Faculty Course Evaluations open falls on Monday, 27 November, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Semester & Mini-2 Last Day of Classes occur during the Fall 2023 (F23) semester?," Semester & Mini-2 Last Day of Classes falls on Friday, 08 December, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Semester & Mini-2 voucher deadline (4) occur during the Fall 2023 (F23) semester?," Semester & Mini-2 voucher deadline (4) falls on Friday, 08 December, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Final Exams occur during the Fall 2023 (F23) semester?,"During the Fall 2023 (F23) semester, the period starting from Monday, 11 December, 2023, extending to Tuesday, 12 December, 2023, marks the Final Exams.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Reading Day occur during the Fall 2023 (F23) semester?," Reading Day falls on Wednesday, 13 December, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Final Exams occur during the Fall 2023 (F23) semester?,"During the Fall 2023 (F23) semester, the period starting from Thursday, 14 December, 2023, extending to Friday, 15 December, 2023, marks the Final Exams.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Reading Day occur during the Fall 2023 (F23) semester?," Reading Day falls on Saturday, 16 December, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Final Exams occur during the Fall 2023 (F23) semester?," Final Exams falls on Sunday, 17 December, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Make-Up Final Exams occur during the Fall 2023 (F23) semester?," Make-Up Final Exams falls on Monday, 18 December, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Semester & Mini-2 Faculty Course Evaluations close occur during the Fall 2023 (F23) semester?," Semester & Mini-2 Faculty Course Evaluations close falls on Monday, 18 December, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Final Grades Due by 4 pm occur during the Fall 2023 (F23) semester?," Final Grades Due by 4 pm falls on Wednesday, 20 December, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Winter Break occur during the Fall 2023 (F23) semester?,"During the Fall 2023 (F23) semester, the period starting from Saturday, 23 December, 2023, extending to Tuesday, 02 January, 2024, marks the Winter Break, leading to University Closed.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Fall Deans' Lists Posted occur during the Fall 2023 (F23) semester?," Fall Deans' Lists Posted falls on Monday, 08 January, 2023, during the Fall 2023 (F23) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Martin Luther King Day occur during the Spring 2024 (S24) semester?," Martin Luther King Day falls on Monday, 15 January, 2024, during the Spring 2024 (S24) semester, leading to No Classes.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is First Day of Class occur during the Spring 2024 (S24) semester?," First Day of Class falls on Tuesday, 16 January, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
"When is Mini-3 add, audit & tuition adjustment drop deadline (1) occur during the Spring 2024 (S24) semester?"," Mini-3 add, audit & tuition adjustment drop deadline (1) falls on Monday, 22 January, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
"When is Semester add, audit & tuition adjustment drop deadline (1) occur during the Spring 2024 (S24) semester?"," Semester add, audit & tuition adjustment drop deadline (1) falls on Monday, 29 January, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-3 course drop deadline occur during the Spring 2024 (S24) semester?," Mini-3 course drop deadline falls on Wednesday, 07 February, 2024, during the Spring 2024 (S24) semester, leading to withdrawal grade assigned after this date (2).",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-3 pass/no pass & withdrawal deadline (3) occur during the Spring 2024 (S24) semester?," Mini-3 pass/no pass & withdrawal deadline (3) falls on Monday, 19 February, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-3 Faculty Course Evaluations open occur during the Spring 2024 (S24) semester?," Mini-3 Faculty Course Evaluations open falls on Monday, 19 February, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Semester course drop deadline occur during the Spring 2024 (S24) semester?," Semester course drop deadline falls on Monday, 26 February, 2024, during the Spring 2024 (S24) semester, leading to withdrawal grade assigned after this date (2).",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-3 Last Day of Classes occur during the Spring 2024 (S24) semester?," Mini-3 Last Day of Classes falls on Friday, 01 March, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-3 voucher deadline (4) occur during the Spring 2024 (S24) semester?," Mini-3 voucher deadline (4) falls on Friday, 01 March, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-3 Exams occur during the Spring 2024 (S24) semester?," Mini-3 Exams falls on Saturday, 02 March, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-3 Faculty Course Evaluations close occur during the Spring 2024 (S24) semester?," Mini-3 Faculty Course Evaluations close falls on Saturday, 02 March, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Spring Break occur during the Spring 2024 (S24) semester?,"During the Spring 2024 (S24) semester, the period starting from Monday, 04 March, 2024, extending to Friday, 08 March, 2024, marks the Spring Break, leading to No Classes.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is First day of Mini-4 Classes occur during the Spring 2024 (S24) semester?," First day of Mini-4 Classes falls on Monday, 11 March, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mid-Semester & Mini-3 grades due by 4 pm occur during the Spring 2024 (S24) semester?," Mid-Semester & Mini-3 grades due by 4 pm falls on Monday, 11 March, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Summer 2024 Registration Opens occur during the Spring 2024 (S24) semester?," Summer 2024 Registration Opens falls on Tuesday, 12 March, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
"When is Mini-4 add, audit & tuition adjustment drop deadline (1) occur during the Spring 2024 (S24) semester?"," Mini-4 add, audit & tuition adjustment drop deadline (1) falls on Friday, 15 March, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Semester pass/no pass & withdrawal deadline (3) occur during the Spring 2024 (S24) semester?," Semester pass/no pass & withdrawal deadline (3) falls on Monday, 01 April, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-4 course drop deadline occur during the Spring 2024 (S24) semester?," Mini-4 course drop deadline falls on Wednesday, 03 April, 2024, during the Spring 2024 (S24) semester, leading to withdrawal grade assigned after this date (2).",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Spring Carnival occur during the Spring 2024 (S24) semester?,"During the Spring 2024 (S24) semester, the period starting from Thursday, 11 April, 2024, extending to Saturday, 13 April, 2024, marks the Spring Carnival, leading to No Classes.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Fall 2024 Registration Week occur during the Spring 2024 (S24) semester?,"During the Spring 2024 (S24) semester, the period starting from Monday, 15 April, 2024, extending to Friday, 19 April, 2024, marks the Fall 2024 Registration Week.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-4 pass/no pass & withdrawal deadline (3) occur during the Spring 2024 (S24) semester?," Mini-4 pass/no pass & withdrawal deadline (3) falls on Monday, 15 April, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Semester & Mini-4 Faculty Course Evaluations open occur during the Spring 2024 (S24) semester?," Semester & Mini-4 Faculty Course Evaluations open falls on Monday, 15 April, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Last Day of Classes occur during the Spring 2024 (S24) semester?," Last Day of Classes falls on Friday, 26 April, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Semester & Mini-4 voucher deadline (4) occur during the Spring 2024 (S24) semester?," Semester & Mini-4 voucher deadline (4) falls on Friday, 26 April, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Final Examinations occur during the Spring 2024 (S24) semester?,"During the Spring 2024 (S24) semester, the period starting from Monday, 29 April, 2024, extending to Tuesday, 30 April, 2024, marks the Final Examinations.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Reading Day occur during the Spring 2024 (S24) semester?," Reading Day falls on Wednesday, 01 May, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Final Examinations occur during the Spring 2024 (S24) semester?,"During the Spring 2024 (S24) semester, the period starting from Thursday, 02 May, 2024, extending to Friday, 03 May, 2024, marks the Final Examinations.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Reading Days occur during the Spring 2024 (S24) semester?,"During the Spring 2024 (S24) semester, the period starting from Saturday, 04 May, 2024, extending to Sunday, 05 May, 2024, marks the Reading Days.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Final Examinations occur during the Spring 2024 (S24) semester?," Final Examinations falls on Monday, 06 May, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Semester & Mini-4 Faculty Course Evaluations close occur during the Spring 2024 (S24) semester?," Semester & Mini-4 Faculty Course Evaluations close falls on Monday, 06 May, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Make-Up Final Examinations occur during the Spring 2024 (S24) semester?," Make-Up Final Examinations falls on Tuesday, 07 May, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Graduating Final Grades Due by 4 pm occur during the Spring 2024 (S24) semester?," Graduating Final Grades Due by 4 pm falls on Wednesday, 08 May, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Commencement occur during the Spring 2024 (S24) semester?," Commencement falls on Sunday, 12 May, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Final Grades Due by 4 pm occur during the Spring 2024 (S24) semester?," Final Grades Due by 4 pm falls on Tuesday, 14 May, 2024, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Spring Deans' Lists Posted occur during the Spring 2024 (S24) semester?," Spring Deans' Lists Posted falls on Tuesday, 21 May, 2023, during the Spring 2024 (S24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Semester & Mini-5 Classes Begin occur during the Summer One 2024 (M24) semester?," Semester & Mini-5 Classes Begin falls on Monday, 13 May, 2024, during the Summer One 2024 (M24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
"When is Mini-5 add, audit, & tuition adjustment drop deadline (1) occur during the Summer One 2024 (M24) semester?"," Mini-5 add, audit, & tuition adjustment drop deadline (1) falls on Friday, 17 May, 2024, during the Summer One 2024 (M24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
"When is Semester add, audit, & tuition adjustment drop deadline (1) occur during the Summer One 2024 (M24) semester?"," Semester add, audit, & tuition adjustment drop deadline (1) falls on Friday, 24 May, 2024, during the Summer One 2024 (M24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Memorial Day occur during the Summer One 2024 (M24) semester?," Memorial Day falls on Monday, 27 May, 2024, during the Summer One 2024 (M24) semester, leading to University Closed & No Classes.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-5 course drop deadline occur during the Summer One 2024 (M24) semester?," Mini-5 course drop deadline falls on Tuesday, 28 May, 2024, during the Summer One 2024 (M24) semester, leading to withdrawal grade assigned after this date (2).",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-5 pass/no pass & withdrawal deadline (3) occur during the Summer One 2024 (M24) semester?," Mini-5 pass/no pass & withdrawal deadline (3) falls on Friday, 07 June, 2024, during the Summer One 2024 (M24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-5 Faculty Course Evaluations open occur during the Summer One 2024 (M24) semester?," Mini-5 Faculty Course Evaluations open falls on Friday, 14 June, 2024, during the Summer One 2024 (M24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Semester course drop deadline occur during the Summer One 2024 (M24) semester?," Semester course drop deadline falls on Tuesday, 18 June, 2024, during the Summer One 2024 (M24) semester, leading to withdrawal grade assigned after this date (2).",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Juneteenth occur during the Summer One 2024 (M24) semester?," Juneteenth falls on Wednesday, 19 June, 2022, during the Summer One 2024 (M24) semester, leading to University Closed & No Classes.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-5 Last Day of Classes occur during the Summer One 2024 (M24) semester?," Mini-5 Last Day of Classes falls on Thursday, 20 June, 2024, during the Summer One 2024 (M24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-5 voucher deadline (4) occur during the Summer One 2024 (M24) semester?," Mini-5 voucher deadline (4) falls on Thursday, 20 June, 2024, during the Summer One 2024 (M24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-5 Final Exams occur during the Summer One 2024 (M24) semester?," Mini-5 Final Exams falls on Friday, 21 June, 2024, during the Summer One 2024 (M24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-5 Faculty Course Evaluations close occur during the Summer One 2024 (M24) semester?," Mini-5 Faculty Course Evaluations close falls on Friday, 21 June, 2024, during the Summer One 2024 (M24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-6 First Day of Classes occur during the Summer One 2024 (M24) semester?," Mini-6 First Day of Classes falls on Monday, 24 June, 2024, during the Summer One 2024 (M24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-5 Final Grades Due by 4 pm occur during the Summer One 2024 (M24) semester?," Mini-5 Final Grades Due by 4 pm falls on Tuesday, 25 June, 2024, during the Summer One 2024 (M24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
"When is Mini-6 add, audit, & tuition adjustment drop deadline (1) occur during the Summer One 2024 (M24) semester?"," Mini-6 add, audit, & tuition adjustment drop deadline (1) falls on Friday, 28 June, 2024, during the Summer One 2024 (M24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Independence Day occur during the Summer One 2024 (M24) semester?," Independence Day falls on Thursday, 04 July, 2024, during the Summer One 2024 (M24) semester, leading to University Closed & No Classes.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Semester pass/no pass & withdrawal deadline (3) occur during the Summer One 2024 (M24) semester?," Semester pass/no pass & withdrawal deadline (3) falls on Friday, 05 July, 2024, during the Summer One 2024 (M24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-6 drop deadline occur during the Summer One 2024 (M24) semester?," Mini-6 drop deadline falls on Monday, 08 July, 2024, during the Summer One 2024 (M24) semester, leading to withdrawal grade assigned after this date (2).",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Mini-6 pass/no pass & withdrawal deadline (3) occur during the Summer One 2024 (M24) semester?," Mini-6 pass/no pass & withdrawal deadline (3) falls on Friday, 22 July, 2024, during the Summer One 2024 (M24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
When is Semester & Mini-6 Faculty Course Evalutations open occur during the Summer One 2024 (M24) semester?," Semester & Mini-6 Faculty Course Evalutations open falls on Monday, 29 July, 2024, during the Summer One 2024 (M24) semester.",Courses_data/Documents/Meta-Data-Calendar-2324.txt
